Order,Customer Id,Product,Region,OrderDate,Quantity,UnitPrice,Total Revenue,Total Revnue by Region
1009,Cus1048,Hat,North,9/30/2023,7,10,70," 971,660.00 "
1010,Cus1124,Socks,South,10/31/2023,9,30,270," 2,329,320.00 "
1011,Cus1315,Jacket,East,11/30/2023,6,35,210," 1,220,495.00 "
1012,Cus1245,Gloves,West,12/31/2023,5,20,100," 753,755.00 "
1013,Cus1047,Shirt,North,1/31/2024,8,50,400," 971,590.00 "
1014,Cus1295,Shoes,South,2/29/2024,10,60,600," 2,329,050.00 "
1015,Cus1207,Hat,East,3/31/2024,11,10,110," 1,220,285.00 "
1016,Cus1459,Socks,West,4/30/2024,4,20,80," 753,655.00 "
1017,Cus1286,Jacket,North,5/31/2024,3,30,90," 971,190.00 "
1018,Cus1249,Gloves,South,6/30/2024,12,25,300," 2,328,450.00 "
1019,Cus1420,Shoes,East,7/31/2024,5,15,75," 1,220,175.00 "
1020,Cus1090,Hat,West,8/31/2024,7,50,350," 753,575.00 "
1001,Cus1224,Shirt,North,1/31/2023,5,20,100," 971,100.00 "
1002,Cus1180,Shoes,South,2/28/2023,10,50,500," 2,328,150.00 "
1003,Cus1111,Hat,East,3/31/2023,7,15,105," 1,220,100.00 "
1004,Cus1467,Socks,West,4/30/2023,3,5,15," 753,225.00 "
1005,Cus1150,Jacket,North,5/31/2023,2,60,120," 971,000.00 "
1006,Cus1191,Gloves,South,6/30/2023,8,25,200," 2,327,650.00 "
1007,Cus1004,Shirt,East,7/31/2023,12,40,480," 1,219,995.00 "
1008,Cus1005,Shoes,West,8/31/2023,4,15,60," 753,210.00 "
1009,Cus1108,Hat,North,9/30/2023,7,10,70," 970,880.00 "
1010,Cus1397,Socks,South,10/31/2023,9,30,270," 2,327,450.00 "
1011,Cus1250,Jacket,East,11/30/2023,6,35,210," 1,219,515.00 "
1012,Cus1376,Gloves,West,12/31/2023,5,20,100," 753,150.00 "
1013,Cus1180,Shirt,North,1/31/2024,8,50,400," 970,810.00 "
1014,Cus1488,Shoes,South,2/29/2024,10,60,600," 2,327,180.00 "
1015,Cus1024,Hat,East,3/31/2024,11,10,110," 1,219,305.00 "
1016,Cus1121,Socks,West,4/30/2024,4,20,80," 753,050.00 "
1017,Cus1114,Jacket,North,5/31/2024,3,30,90," 970,410.00 "
1018,Cus1198,Gloves,South,6/30/2024,12,25,300," 2,326,580.00 "
1019,Cus1407,Shoes,East,7/31/2024,5,15,75," 1,219,195.00 "
1020,Cus1195,Hat,West,8/31/2024,7,50,350," 752,970.00 "
1001,Cus1361,Shirt,North,1/31/2023,5,20,100," 970,320.00 "
1002,Cus1266,Shoes,South,2/28/2023,10,50,500," 2,326,280.00 "
1003,Cus1478,Hat,East,3/31/2023,7,15,105," 1,219,120.00 "
1004,Cus1404,Socks,West,4/30/2023,3,5,15," 752,620.00 "
1005,Cus1315,Jacket,North,5/31/2023,2,60,120," 970,220.00 "
1006,Cus1451,Gloves,South,6/30/2023,8,25,200," 2,325,780.00 "
1007,Cus1066,Shirt,East,7/31/2023,12,40,480," 1,219,015.00 "
1008,Cus1297,Shoes,West,8/31/2023,4,15,60," 752,605.00 "
1009,Cus1070,Hat,North,9/30/2023,7,10,70," 970,100.00 "
1010,Cus1321,Socks,South,10/31/2023,9,30,270," 2,325,580.00 "
1011,Cus1062,Jacket,East,11/30/2023,6,35,210," 1,218,535.00 "
1012,Cus1201,Gloves,West,12/31/2023,5,20,100," 752,545.00 "
1013,Cus1171,Shirt,North,1/31/2024,8,50,400," 970,030.00 "
1014,Cus1408,Shoes,South,2/29/2024,10,60,600," 2,325,310.00 "
1015,Cus1443,Hat,East,3/31/2024,11,10,110," 1,218,325.00 "
1016,Cus1031,Socks,West,4/30/2024,4,20,80," 752,445.00 "
1017,Cus1347,Jacket,North,5/31/2024,3,30,90," 969,630.00 "
1018,Cus1192,Gloves,South,6/30/2024,12,25,300," 2,324,710.00 "
1019,Cus1472,Shoes,East,7/31/2024,5,15,75," 1,218,215.00 "
1020,Cus1253,Hat,West,8/31/2024,7,50,350," 752,365.00 "
1001,Cus1404,Shirt,North,1/31/2023,5,20,100," 969,540.00 "
1002,Cus1380,Shoes,South,2/28/2023,10,50,500," 2,324,410.00 "
1003,Cus1415,Hat,East,3/31/2023,7,15,105," 1,218,140.00 "
1004,Cus1374,Socks,West,4/30/2023,3,5,15," 752,015.00 "
1005,Cus1345,Jacket,North,5/31/2023,2,60,120," 969,440.00 "
1006,Cus1238,Gloves,South,6/30/2023,8,25,200," 2,323,910.00 "
1007,Cus1309,Shirt,East,7/31/2023,12,40,480," 1,218,035.00 "
1008,Cus1478,Shoes,West,8/31/2023,4,15,60," 752,000.00 "
1009,Cus1138,Hat,North,9/30/2023,7,10,70," 969,320.00 "
1010,Cus1069,Socks,South,10/31/2023,9,30,270," 2,323,710.00 "
1011,Cus1223,Jacket,East,11/30/2023,6,35,210," 1,217,555.00 "
1012,Cus1003,Gloves,West,12/31/2023,5,20,100," 751,940.00 "
1013,Cus1216,Shirt,North,1/31/2024,8,50,400," 969,250.00 "
1014,Cus1045,Shoes,South,2/29/2024,10,60,600," 2,323,440.00 "
1015,Cus1252,Hat,East,3/31/2024,11,10,110," 1,217,345.00 "
1016,Cus1338,Socks,West,4/30/2024,4,20,80," 751,840.00 "
1017,Cus1149,Jacket,North,5/31/2024,3,30,90," 968,850.00 "
1018,Cus1118,Gloves,South,6/30/2024,12,25,300," 2,322,840.00 "
1019,Cus1033,Shoes,East,7/31/2024,5,15,75," 1,217,235.00 "
1020,Cus1209,Hat,West,8/31/2024,7,50,350," 751,760.00 "
1001,Cus1070,Shirt,North,1/31/2023,5,20,100," 968,760.00 "
1002,Cus1025,Shoes,South,2/28/2023,10,50,500," 2,322,540.00 "
1003,Cus1413,Hat,East,3/31/2023,7,15,105," 1,217,160.00 "
1004,Cus1244,Socks,West,4/30/2023,3,5,15," 751,410.00 "
1005,Cus1070,Jacket,North,5/31/2023,2,60,120," 968,660.00 "
1006,Cus1347,Gloves,South,6/30/2023,8,25,200," 2,322,040.00 "
1007,Cus1182,Shirt,East,7/31/2023,12,40,480," 1,217,055.00 "
1008,Cus1097,Shoes,West,8/31/2023,4,15,60," 751,395.00 "
1009,Cus1379,Hat,North,9/30/2023,7,10,70," 968,540.00 "
1010,Cus1041,Socks,South,10/31/2023,9,30,270," 2,321,840.00 "
1011,Cus1494,Jacket,East,11/30/2023,6,35,210," 1,216,575.00 "
1012,Cus1113,Gloves,West,12/31/2023,5,20,100," 751,335.00 "
1013,Cus1103,Shirt,North,1/31/2024,8,50,400," 968,470.00 "
1014,Cus1329,Shoes,South,2/29/2024,10,60,600," 2,321,570.00 "
1015,Cus1397,Hat,East,3/31/2024,11,10,110," 1,216,365.00 "
1016,Cus1016,Socks,West,4/30/2024,4,20,80," 751,235.00 "
1017,Cus1244,Jacket,North,5/31/2024,3,30,90," 968,070.00 "
1018,Cus1217,Gloves,South,6/30/2024,12,25,300," 2,320,970.00 "
1019,Cus1207,Shoes,East,7/31/2024,5,15,75," 1,216,255.00 "
1020,Cus1293,Hat,West,8/31/2024,7,50,350," 751,155.00 "
1001,Cus1364,Shirt,North,1/31/2023,5,20,100," 967,980.00 "
1002,Cus1320,Shoes,South,2/28/2023,10,50,500," 2,320,670.00 "
1003,Cus1208,Hat,East,3/31/2023,7,15,105," 1,216,180.00 "
1004,Cus1086,Socks,West,4/30/2023,3,5,15," 750,805.00 "
1005,Cus1106,Jacket,North,5/31/2023,2,60,120," 967,880.00 "
1006,Cus1157,Gloves,South,6/30/2023,8,25,200," 2,320,170.00 "
1007,Cus1499,Shirt,East,7/31/2023,12,40,480," 1,216,075.00 "
1008,Cus1007,Shoes,West,8/31/2023,4,15,60," 750,790.00 "
1009,Cus1462,Hat,North,9/30/2023,7,10,70," 967,760.00 "
1010,Cus1499,Socks,South,10/31/2023,9,30,270," 2,319,970.00 "
1011,Cus1292,Jacket,East,11/30/2023,6,35,210," 1,215,595.00 "
1012,Cus1167,Gloves,West,12/31/2023,5,20,100," 750,730.00 "
1013,Cus1303,Shirt,North,1/31/2024,8,50,400," 967,690.00 "
1014,Cus1050,Shoes,South,2/29/2024,10,60,600," 2,319,700.00 "
1015,Cus1402,Hat,East,3/31/2024,11,10,110," 1,215,385.00 "
1016,Cus1443,Socks,West,4/30/2024,4,20,80," 750,630.00 "
1017,Cus1185,Jacket,North,5/31/2024,3,30,90," 967,290.00 "
1018,Cus1255,Gloves,South,6/30/2024,12,25,300," 2,319,100.00 "
1019,Cus1102,Shoes,East,7/31/2024,5,15,75," 1,215,275.00 "
1020,Cus1016,Hat,West,8/31/2024,7,50,350," 750,550.00 "
1001,Cus1436,Shirt,North,1/31/2023,5,20,100," 967,200.00 "
1002,Cus1480,Shoes,South,2/28/2023,10,50,500," 2,318,800.00 "
1003,Cus1412,Hat,East,3/31/2023,7,15,105," 1,215,200.00 "
1004,Cus1142,Socks,West,4/30/2023,3,5,15," 750,200.00 "
1005,Cus1092,Jacket,North,5/31/2023,2,60,120," 967,100.00 "
1006,Cus1245,Gloves,South,6/30/2023,8,25,200," 2,318,300.00 "
1007,Cus1159,Shirt,East,7/31/2023,12,40,480," 1,215,095.00 "
1008,Cus1281,Shoes,West,8/31/2023,4,15,60," 750,185.00 "
1009,Cus1302,Hat,North,9/30/2023,7,10,70," 966,980.00 "
1010,Cus1312,Socks,South,10/31/2023,9,30,270," 2,318,100.00 "
1011,Cus1404,Jacket,East,11/30/2023,6,35,210," 1,214,615.00 "
1012,Cus1277,Gloves,West,12/31/2023,5,20,100," 750,125.00 "
1013,Cus1456,Shirt,North,1/31/2024,8,50,400," 966,910.00 "
1014,Cus1390,Shoes,South,2/29/2024,10,60,600," 2,317,830.00 "
1015,Cus1422,Hat,East,3/31/2024,11,10,110," 1,214,405.00 "
1016,Cus1242,Socks,West,4/30/2024,4,20,80," 750,025.00 "
1017,Cus1173,Jacket,North,5/31/2024,3,30,90," 966,510.00 "
1018,Cus1274,Gloves,South,6/30/2024,12,25,300," 2,317,230.00 "
1019,Cus1421,Shoes,East,7/31/2024,5,15,75," 1,214,295.00 "
1020,Cus1142,Hat,West,8/31/2024,7,50,350," 749,945.00 "
1001,Cus1186,Shirt,North,1/31/2023,5,20,100," 966,420.00 "
1002,Cus1094,Shoes,South,2/28/2023,10,50,500," 2,316,930.00 "
1003,Cus1197,Hat,East,3/31/2023,7,15,105," 1,214,220.00 "
1004,Cus1165,Socks,West,4/30/2023,3,5,15," 749,595.00 "
1005,Cus1364,Jacket,North,5/31/2023,2,60,120," 966,320.00 "
1006,Cus1011,Gloves,South,6/30/2023,8,25,200," 2,316,430.00 "
1007,Cus1212,Shirt,East,7/31/2023,12,40,480," 1,214,115.00 "
1008,Cus1359,Shoes,West,8/31/2023,4,15,60," 749,580.00 "
1009,Cus1432,Hat,North,9/30/2023,7,10,70," 966,200.00 "
1010,Cus1385,Socks,South,10/31/2023,9,30,270," 2,316,230.00 "
1011,Cus1085,Jacket,East,11/30/2023,6,35,210," 1,213,635.00 "
1012,Cus1414,Gloves,West,12/31/2023,5,20,100," 749,520.00 "
1013,Cus1405,Shirt,North,1/31/2024,8,50,400," 966,130.00 "
1014,Cus1385,Shoes,South,2/29/2024,10,60,600," 2,315,960.00 "
1015,Cus1205,Hat,East,3/31/2024,11,10,110," 1,213,425.00 "
1016,Cus1395,Socks,West,4/30/2024,4,20,80," 749,420.00 "
1017,Cus1262,Jacket,North,5/31/2024,3,30,90," 965,730.00 "
1018,Cus1475,Gloves,South,6/30/2024,12,25,300," 2,315,360.00 "
1019,Cus1402,Shoes,East,7/31/2024,5,15,75," 1,213,315.00 "
1020,Cus1341,Hat,West,8/31/2024,7,50,350," 749,340.00 "
1001,Cus1234,Shirt,North,1/31/2023,5,20,100," 965,640.00 "
1002,Cus1427,Shoes,South,2/28/2023,10,50,500," 2,315,060.00 "
1003,Cus1024,Hat,East,3/31/2023,7,15,105," 1,213,240.00 "
1004,Cus1237,Socks,West,4/30/2023,3,5,15," 748,990.00 "
1005,Cus1288,Jacket,North,5/31/2023,2,60,120," 965,540.00 "
1006,Cus1320,Gloves,South,6/30/2023,8,25,200," 2,314,560.00 "
1007,Cus1371,Shirt,East,7/31/2023,12,40,480," 1,213,135.00 "
1008,Cus1340,Shoes,West,8/31/2023,4,15,60," 748,975.00 "
1009,Cus1459,Hat,North,9/30/2023,7,10,70," 965,420.00 "
1010,Cus1042,Socks,South,10/31/2023,9,30,270," 2,314,360.00 "
1011,Cus1167,Jacket,East,11/30/2023,6,35,210," 1,212,655.00 "
1012,Cus1393,Gloves,West,12/31/2023,5,20,100," 748,915.00 "
1013,Cus1156,Shirt,North,1/31/2024,8,50,400," 965,350.00 "
1014,Cus1127,Shoes,South,2/29/2024,10,60,600," 2,314,090.00 "
1015,Cus1235,Hat,East,3/31/2024,11,10,110," 1,212,445.00 "
1016,Cus1427,Socks,West,4/30/2024,4,20,80," 748,815.00 "
1017,Cus1396,Jacket,North,5/31/2024,3,30,90," 964,950.00 "
1018,Cus1017,Gloves,South,6/30/2024,12,25,300," 2,313,490.00 "
1019,Cus1145,Shoes,East,7/31/2024,5,15,75," 1,212,335.00 "
1020,Cus1117,Hat,West,8/31/2024,7,50,350," 748,735.00 "
1001,Cus1151,Shirt,North,1/31/2023,5,20,100," 964,860.00 "
1002,Cus1437,Shoes,South,2/28/2023,10,50,500," 2,313,190.00 "
1003,Cus1139,Hat,East,3/31/2023,7,15,105," 1,212,260.00 "
1004,Cus1485,Socks,West,4/30/2023,3,5,15," 748,385.00 "
1005,Cus1139,Jacket,North,5/31/2023,2,60,120," 964,760.00 "
1006,Cus1352,Gloves,South,6/30/2023,8,25,200," 2,312,690.00 "
1007,Cus1445,Shirt,East,7/31/2023,12,40,480," 1,212,155.00 "
1008,Cus1310,Shoes,West,8/31/2023,4,15,60," 748,370.00 "
1009,Cus1017,Hat,North,9/30/2023,7,10,70," 964,640.00 "
1010,Cus1230,Socks,South,10/31/2023,9,30,270," 2,312,490.00 "
1011,Cus1236,Jacket,East,11/30/2023,6,35,210," 1,211,675.00 "
1012,Cus1026,Gloves,West,12/31/2023,5,20,100," 748,310.00 "
1013,Cus1328,Shirt,North,1/31/2024,8,50,400," 964,570.00 "
1014,Cus1279,Shoes,South,2/29/2024,10,60,600," 2,312,220.00 "
1015,Cus1463,Hat,East,3/31/2024,11,10,110," 1,211,465.00 "
1016,Cus1428,Socks,West,4/30/2024,4,20,80," 748,210.00 "
1017,Cus1325,Jacket,North,5/31/2024,3,30,90," 964,170.00 "
1018,Cus1483,Gloves,South,6/30/2024,12,25,300," 2,311,620.00 "
1019,Cus1069,Shoes,East,7/31/2024,5,15,75," 1,211,355.00 "
1020,Cus1182,Hat,West,8/31/2024,7,50,350," 748,130.00 "
1001,Cus1222,Shirt,North,1/31/2023,5,20,100," 964,080.00 "
1002,Cus1132,Shoes,South,2/28/2023,10,50,500," 2,311,320.00 "
1003,Cus1171,Hat,East,3/31/2023,7,15,105," 1,211,280.00 "
1004,Cus1169,Socks,West,4/30/2023,3,5,15," 747,780.00 "
1005,Cus1211,Jacket,North,5/31/2023,2,60,120," 963,980.00 "
1006,Cus1141,Gloves,South,6/30/2023,8,25,200," 2,310,820.00 "
1007,Cus1170,Shirt,East,7/31/2023,12,40,480," 1,211,175.00 "
1008,Cus1422,Shoes,West,8/31/2023,4,15,60," 747,765.00 "
1009,Cus1051,Hat,North,9/30/2023,7,10,70," 963,860.00 "
1010,Cus1313,Socks,South,10/31/2023,9,30,270," 2,310,620.00 "
1011,Cus1014,Jacket,East,11/30/2023,6,35,210," 1,210,695.00 "
1012,Cus1391,Gloves,West,12/31/2023,5,20,100," 747,705.00 "
1013,Cus1495,Shirt,North,1/31/2024,8,50,400," 963,790.00 "
1014,Cus1291,Shoes,South,2/29/2024,10,60,600," 2,310,350.00 "
1015,Cus1499,Hat,East,3/31/2024,11,10,110," 1,210,485.00 "
1016,Cus1138,Socks,West,4/30/2024,4,20,80," 747,605.00 "
1017,Cus1126,Jacket,North,5/31/2024,3,30,90," 963,390.00 "
1018,Cus1079,Gloves,South,6/30/2024,12,25,300," 2,309,750.00 "
1019,Cus1220,Shoes,East,7/31/2024,5,15,75," 1,210,375.00 "
1020,Cus1223,Hat,West,8/31/2024,7,50,350," 747,525.00 "
1001,Cus1150,Shirt,North,1/31/2023,5,20,100," 963,300.00 "
1002,Cus1213,Shoes,South,2/28/2023,10,50,500," 2,309,450.00 "
1003,Cus1394,Hat,East,3/31/2023,7,15,105," 1,210,300.00 "
1004,Cus1384,Socks,West,4/30/2023,3,5,15," 747,175.00 "
1005,Cus1404,Jacket,North,5/31/2023,2,60,120," 963,200.00 "
1006,Cus1275,Gloves,South,6/30/2023,8,25,200," 2,308,950.00 "
1007,Cus1131,Shirt,East,7/31/2023,12,40,480," 1,210,195.00 "
1008,Cus1131,Shoes,West,8/31/2023,4,15,60," 747,160.00 "
1009,Cus1042,Hat,North,9/30/2023,7,10,70," 963,080.00 "
1010,Cus1140,Socks,South,10/31/2023,9,30,270," 2,308,750.00 "
1011,Cus1240,Jacket,East,11/30/2023,6,35,210," 1,209,715.00 "
1012,Cus1391,Gloves,West,12/31/2023,5,20,100," 747,100.00 "
1013,Cus1153,Shirt,North,1/31/2024,8,50,400," 963,010.00 "
1014,Cus1309,Shoes,South,2/29/2024,10,60,600," 2,308,480.00 "
1015,Cus1276,Hat,East,3/31/2024,11,10,110," 1,209,505.00 "
1016,Cus1499,Socks,West,4/30/2024,4,20,80," 747,000.00 "
1017,Cus1264,Jacket,North,5/31/2024,3,30,90," 962,610.00 "
1018,Cus1380,Gloves,South,6/30/2024,12,25,300," 2,307,880.00 "
1019,Cus1192,Shoes,East,7/31/2024,5,15,75," 1,209,395.00 "
1020,Cus1206,Hat,West,8/31/2024,7,50,350," 746,920.00 "
1001,Cus1074,Shirt,North,1/31/2023,5,20,100," 962,520.00 "
1002,Cus1448,Shoes,South,2/28/2023,10,50,500," 2,307,580.00 "
1003,Cus1131,Hat,East,3/31/2023,7,15,105," 1,209,320.00 "
1004,Cus1143,Socks,West,4/30/2023,3,5,15," 746,570.00 "
1005,Cus1092,Jacket,North,5/31/2023,2,60,120," 962,420.00 "
1006,Cus1250,Gloves,South,6/30/2023,8,25,200," 2,307,080.00 "
1007,Cus1316,Shirt,East,7/31/2023,12,40,480," 1,209,215.00 "
1008,Cus1478,Shoes,West,8/31/2023,4,15,60," 746,555.00 "
1009,Cus1097,Hat,North,9/30/2023,7,10,70," 962,300.00 "
1010,Cus1006,Socks,South,10/31/2023,9,30,270," 2,306,880.00 "
1011,Cus1374,Jacket,East,11/30/2023,6,35,210," 1,208,735.00 "
1012,Cus1185,Gloves,West,12/31/2023,5,20,100," 746,495.00 "
1013,Cus1261,Shirt,North,1/31/2024,8,50,400," 962,230.00 "
1014,Cus1070,Shoes,South,2/29/2024,10,60,600," 2,306,610.00 "
1015,Cus1388,Hat,East,3/31/2024,11,10,110," 1,208,525.00 "
1016,Cus1171,Socks,West,4/30/2024,4,20,80," 746,395.00 "
1017,Cus1420,Jacket,North,5/31/2024,3,30,90," 961,830.00 "
1018,Cus1098,Gloves,South,6/30/2024,12,25,300," 2,306,010.00 "
1019,Cus1024,Shoes,East,7/31/2024,5,15,75," 1,208,415.00 "
1020,Cus1284,Hat,West,8/31/2024,7,50,350," 746,315.00 "
1001,Cus1177,Shirt,North,1/31/2023,5,20,100," 961,740.00 "
1002,Cus1300,Shoes,South,2/28/2023,10,50,500," 2,305,710.00 "
1003,Cus1028,Hat,East,3/31/2023,7,15,105," 1,208,340.00 "
1004,Cus1076,Socks,West,4/30/2023,3,5,15," 745,965.00 "
1005,Cus1459,Jacket,North,5/31/2023,2,60,120," 961,640.00 "
1006,Cus1324,Gloves,South,6/30/2023,8,25,200," 2,305,210.00 "
1007,Cus1491,Shirt,East,7/31/2023,12,40,480," 1,208,235.00 "
1008,Cus1228,Shoes,West,8/31/2023,4,15,60," 745,950.00 "
1009,Cus1439,Hat,North,9/30/2023,7,10,70," 961,520.00 "
1010,Cus1099,Socks,South,10/31/2023,9,30,270," 2,305,010.00 "
1011,Cus1162,Jacket,East,11/30/2023,6,35,210," 1,207,755.00 "
1012,Cus1298,Gloves,West,12/31/2023,5,20,100," 745,890.00 "
1013,Cus1226,Shirt,North,1/31/2024,8,50,400," 961,450.00 "
1014,Cus1299,Shoes,South,2/29/2024,10,60,600," 2,304,740.00 "
1015,Cus1365,Hat,East,3/31/2024,11,10,110," 1,207,545.00 "
1016,Cus1038,Socks,West,4/30/2024,4,20,80," 745,790.00 "
1017,Cus1205,Jacket,North,5/31/2024,3,30,90," 961,050.00 "
1018,Cus1341,Gloves,South,6/30/2024,12,25,300," 2,304,140.00 "
1019,Cus1177,Shoes,East,7/31/2024,5,15,75," 1,207,435.00 "
1020,Cus1500,Hat,West,8/31/2024,7,50,350," 745,710.00 "
1001,Cus1455,Shirt,North,1/31/2023,5,20,100," 960,960.00 "
1002,Cus1467,Shoes,South,2/28/2023,10,50,500," 2,303,840.00 "
1003,Cus1208,Hat,East,3/31/2023,7,15,105," 1,207,360.00 "
1004,Cus1004,Socks,West,4/30/2023,3,5,15," 745,360.00 "
1005,Cus1149,Jacket,North,5/31/2023,2,60,120," 960,860.00 "
1006,Cus1294,Gloves,South,6/30/2023,8,25,200," 2,303,340.00 "
1007,Cus1016,Shirt,East,7/31/2023,12,40,480," 1,207,255.00 "
1008,Cus1482,Shoes,West,8/31/2023,4,15,60," 745,345.00 "
1009,Cus1438,Hat,North,9/30/2023,7,10,70," 960,740.00 "
1010,Cus1211,Socks,South,10/31/2023,9,30,270," 2,303,140.00 "
1011,Cus1401,Jacket,East,11/30/2023,6,35,210," 1,206,775.00 "
1012,Cus1353,Gloves,West,12/31/2023,5,20,100," 745,285.00 "
1013,Cus1212,Shirt,North,1/31/2024,8,50,400," 960,670.00 "
1014,Cus1265,Shoes,South,2/29/2024,10,60,600," 2,302,870.00 "
1015,Cus1282,Hat,East,3/31/2024,11,10,110," 1,206,565.00 "
1016,Cus1055,Socks,West,4/30/2024,4,20,80," 745,185.00 "
1017,Cus1190,Jacket,North,5/31/2024,3,30,90," 960,270.00 "
1018,Cus1240,Gloves,South,6/30/2024,12,25,300," 2,302,270.00 "
1019,Cus1211,Shoes,East,7/31/2024,5,15,75," 1,206,455.00 "
1020,Cus1292,Hat,West,8/31/2024,7,50,350," 745,105.00 "
1001,Cus1055,Shirt,North,1/31/2023,5,20,100," 960,180.00 "
1002,Cus1184,Shoes,South,2/28/2023,10,50,500," 2,301,970.00 "
1003,Cus1042,Hat,East,3/31/2023,7,15,105," 1,206,380.00 "
1004,Cus1067,Socks,West,4/30/2023,3,5,15," 744,755.00 "
1005,Cus1401,Jacket,North,5/31/2023,2,60,120," 960,080.00 "
1006,Cus1130,Gloves,South,6/30/2023,8,25,200," 2,301,470.00 "
1007,Cus1185,Shirt,East,7/31/2023,12,40,480," 1,206,275.00 "
1008,Cus1335,Shoes,West,8/31/2023,4,15,60," 744,740.00 "
1009,Cus1338,Hat,North,9/30/2023,7,10,70," 959,960.00 "
1010,Cus1127,Socks,South,10/31/2023,9,30,270," 2,301,270.00 "
1011,Cus1353,Jacket,East,11/30/2023,6,35,210," 1,205,795.00 "
1012,Cus1230,Gloves,West,12/31/2023,5,20,100," 744,680.00 "
1013,Cus1339,Shirt,North,1/31/2024,8,50,400," 959,890.00 "
1014,Cus1415,Shoes,South,2/29/2024,10,60,600," 2,301,000.00 "
1015,Cus1181,Hat,East,3/31/2024,11,10,110," 1,205,585.00 "
1016,Cus1306,Socks,West,4/30/2024,4,20,80," 744,580.00 "
1017,Cus1219,Jacket,North,5/31/2024,3,30,90," 959,490.00 "
1018,Cus1354,Gloves,South,6/30/2024,12,25,300," 2,300,400.00 "
1019,Cus1217,Shoes,East,7/31/2024,5,15,75," 1,205,475.00 "
1020,Cus1374,Hat,West,8/31/2024,7,50,350," 744,500.00 "
1001,Cus1226,Shirt,North,1/31/2023,5,20,100," 959,400.00 "
1002,Cus1493,Shoes,South,2/28/2023,10,50,500," 2,300,100.00 "
1003,Cus1440,Hat,East,3/31/2023,7,15,105," 1,205,400.00 "
1004,Cus1214,Socks,West,4/30/2023,3,5,15," 744,150.00 "
1005,Cus1491,Jacket,North,5/31/2023,2,60,120," 959,300.00 "
1006,Cus1455,Gloves,South,6/30/2023,8,25,200," 2,299,600.00 "
1007,Cus1490,Shirt,East,7/31/2023,12,40,480," 1,205,295.00 "
1008,Cus1442,Shoes,West,8/31/2023,4,15,60," 744,135.00 "
1009,Cus1459,Hat,North,9/30/2023,7,10,70," 959,180.00 "
1010,Cus1254,Socks,South,10/31/2023,9,30,270," 2,299,400.00 "
1011,Cus1248,Jacket,East,11/30/2023,6,35,210," 1,204,815.00 "
1012,Cus1493,Gloves,West,12/31/2023,5,20,100," 744,075.00 "
1013,Cus1082,Shirt,North,1/31/2024,8,50,400," 959,110.00 "
1014,Cus1457,Shoes,South,2/29/2024,10,60,600," 2,299,130.00 "
1015,Cus1197,Hat,East,3/31/2024,11,10,110," 1,204,605.00 "
1016,Cus1364,Socks,West,4/30/2024,4,20,80," 743,975.00 "
1017,Cus1378,Jacket,North,5/31/2024,3,30,90," 958,710.00 "
1018,Cus1139,Gloves,South,6/30/2024,12,25,300," 2,298,530.00 "
1019,Cus1348,Shoes,East,7/31/2024,5,15,75," 1,204,495.00 "
1020,Cus1132,Hat,West,8/31/2024,7,50,350," 743,895.00 "
1001,Cus1105,Shirt,North,1/31/2023,5,20,100," 958,620.00 "
1002,Cus1431,Shoes,South,2/28/2023,10,50,500," 2,298,230.00 "
1003,Cus1332,Hat,East,3/31/2023,7,15,105," 1,204,420.00 "
1004,Cus1022,Socks,West,4/30/2023,3,5,15," 743,545.00 "
1005,Cus1294,Jacket,North,5/31/2023,2,60,120," 958,520.00 "
1006,Cus1481,Gloves,South,6/30/2023,8,25,200," 2,297,730.00 "
1007,Cus1233,Shirt,East,7/31/2023,12,40,480," 1,204,315.00 "
1008,Cus1476,Shoes,West,8/31/2023,4,15,60," 743,530.00 "
1009,Cus1031,Hat,North,9/30/2023,7,10,70," 958,400.00 "
1010,Cus1497,Socks,South,10/31/2023,9,30,270," 2,297,530.00 "
1011,Cus1034,Jacket,East,11/30/2023,6,35,210," 1,203,835.00 "
1012,Cus1441,Gloves,West,12/31/2023,5,20,100," 743,470.00 "
1013,Cus1317,Shirt,North,1/31/2024,8,50,400," 958,330.00 "
1014,Cus1406,Shoes,South,2/29/2024,10,60,600," 2,297,260.00 "
1015,Cus1478,Hat,East,3/31/2024,11,10,110," 1,203,625.00 "
1016,Cus1156,Socks,West,4/30/2024,4,20,80," 743,370.00 "
1017,Cus1043,Jacket,North,5/31/2024,3,30,90," 957,930.00 "
1018,Cus1223,Gloves,South,6/30/2024,12,25,300," 2,296,660.00 "
1019,Cus1337,Shoes,East,7/31/2024,5,15,75," 1,203,515.00 "
1020,Cus1172,Hat,West,8/31/2024,7,50,350," 743,290.00 "
1001,Cus1304,Shirt,North,1/31/2023,5,20,100," 957,840.00 "
1002,Cus1430,Shoes,South,2/28/2023,10,50,500," 2,296,360.00 "
1003,Cus1400,Hat,East,3/31/2023,7,15,105," 1,203,440.00 "
1004,Cus1295,Socks,West,4/30/2023,3,5,15," 742,940.00 "
1005,Cus1241,Jacket,North,5/31/2023,2,60,120," 957,740.00 "
1006,Cus1168,Gloves,South,6/30/2023,8,25,200," 2,295,860.00 "
1007,Cus1339,Shirt,East,7/31/2023,12,40,480," 1,203,335.00 "
1008,Cus1190,Shoes,West,8/31/2023,4,15,60," 742,925.00 "
